YCSB Client 0.1
Command line: -db com.yahoo.ycsb.BasicDB -P ./workloads/workloade -s -t
***************** properties *****************
"insertproportion"="0.05"
"scanlengthdistribution"="uniform"
"readproportion"="0"
"scanproportion"="0.95"
"maxscanlength"="100"
"readallfields"="true"
"requestdistribution"="zipfian"
"workload"="com.yahoo.ycsb.workloads.CoreWorkload"
"recordcount"="1000"
"updateproportion"="0"
"operationcount"="1000"
"db"="com.yahoo.ycsb.BasicDB"
**********************************************
SCAN usertable user1482998283129549793 95 [ <all fields>]
SCAN usertable user1247108695845445988 74 [ <all fields>]
SCAN usertable user8516755622340668055 22 [ <all fields>]
SCAN usertable user7938248813704665638 40 [ <all fields>]
SCAN usertable user5696001082186400419 26 [ <all fields>]
SCAN usertable user5103872357928278725 68 [ <all fields>]
SCAN usertable user2523911902295224458 29 [ <all fields>]
SCAN usertable user2750429125540792901 19 [ <all fields>]
SCAN usertable user406918217703982887 31 [ <all fields>]
SCAN usertable user8044416487260319997 10 [ <all fields>]
SCAN usertable user8396529402727210653 87 [ <all fields>]
SCAN usertable user5335075763193114849 13 [ <all fields>]
SCAN usertable user7354714177755096975 54 [ <all fields>]
SCAN usertable user9215611980666584556 20 [ <all fields>]
SCAN usertable user2051012806702735952 94 [ <all fields>]
SCAN usertable user1583359853641655575 54 [ <all fields>]
INSERT usertable user5952875239596136740 [ field5=9<3/&="3,'1'$4?8;4,$3'"?$+4>+:*+8=-:$;.#8-$!80).';353 ?&),?-;9*4)0'4&<%!";<-.+4?>6(5!<-.>)9!%<77&<-  field4=)0 3/7;8%5"/9/8$&*!0)?")$17?6)<6($!+.'&9<<<.8(>07,* 2"(?:,%'?="0$>49),&)!3+#$;.#,#83><08!'121+4#3<(" field3=8*& 02,5,/-64$!9):/897,(2+5>+3(&8.:''6.)";16)*(872'&9&?.)=6$??=":35-(;9;6."/'$>".#$3&+17%<)86><!"1!- field2='76())1,>0"'/,330#<'.4>10=1%$%93.3#"95(#;%8<!'#59803#4!/>*&+3*)7/;/7-,$"$*8!?&3=;8%'#63,6*4$28/2$.4> field9=(-!!-"',>(!."#9*:)-"(:'4>;'0.:<#/=$!+65%9>& +'!*.<:<97+"$;'75*4/+%'8%5"+*3</%$8<!++*=./1-+)#?7?*(:/  field8=+.=8"'+,*,3;(&0.%-&&3*6$=-,">2?$,8,*'*<2>8/96.28&-.7; 95801%=.4+53"+1+>!+*;+=)<35&.+>(3/=,<9*0;2 .7# field7=';2!#9;../%385.1,",+:%%8.,3%'1//;#(.7%,+&1);2(?.3,+9:8* #: >$()54;%%:<)5&!!(;$+ *%"'.9(?;2"((*/9>3(% field6=%"1*%"3?8'-9,3&:';%$;5984"3/:"8%*/</"?!15%)2<<%1%.-!8"9"&&5 #) 69755&,30=;> 6&2)#=-3678.=:1'$,202(>9 field1=7$*2+:14.5,/="*<"*5<9  ,--(0.1(40=2>2.+2$!#%5,+7/7/'3($(5"023&93#(7%.9>*10./-2> +8<$!=.10+<+9*/5-:4" field0=3"2*!*0->4")#*/96-";5#7:<;:''>+1&0$71.+=0.-456/<  14<?(%(!*).7)62<08,/7-#'6"7><!$5915$>6)1:"$"83 *.( ]
SCAN usertable user9115250410154478774 43 [ <all fields>]
SCAN usertable user1593633823486629950 43 [ <all fields>]
SCAN usertable user4057152635719055483 34 [ <all fields>]
SCAN usertable user5927764447963376991 18 [ <all fields>]
SCAN usertable user2523911902295224458 54 [ <all fields>]
SCAN usertable user3474177960281627268 74 [ <all fields>]
SCAN usertable user1699801497042284309 95 [ <all fields>]
SCAN usertable user4298288365534567417 88 [ <all fields>]
SCAN usertable user1950651236190630170 86 [ <all fields>]
SCAN usertable user6395075755730158803 41 [ <all fields>]
SCAN usertable user884285180097897191 2 [ <all fields>]
SCAN usertable user990452853653551550 92 [ <all fields>]
SCAN usertable user1699801497042284309 14 [ <all fields>]
SCAN usertable user2056040634016302198 81 [ <all fields>]
SCAN usertable user5324583478130298591 53 [ <all fields>]
SCAN usertable user296624322641201295 95 [ <all fields>]
INSERT usertable user3339209904021769693 [ field5=>)(''##;54=5%2"/$'4:!&::'=8',-;-=?03.: 5.!+$?&<1">-5%8/(,46:?"76=#>:9/7;='#4:=$%,9#(9!!/?$,&#8+3!39* field4= &$)%&,:390 =($/"": <3:%?!:,/+?(?;:$,3$92>?,;=634#/',:+#",5&1$6<;+<6+.?8.7=6( (/ 1?#>857&</>2'=!.3/! field3==$-&<#0!,/'%5)!:!4(,+"5%/,/)90-319"4)!8/"/</!1//& (>48324 #.$#= >38(< !4*!(5!31*%.>:*$$,:?98$<%66%:< field2=+7?6!%"(/->)>6!<. : 22*0.63*8()7+28&$'(=>).'.7)5?!* >,=:68;&(**&)0/):7;4+00!.1">2/ 4>?+88774$%<8#9.> field9='712>"9?7 *5)%;:=+.,839*6;1'?<98;+/0!:897(#8963'*9'6,0>:/;*,/7+:*$>;45)/(1'8'?!+"0+9;9%.?!6;31!3>>52 field8=$;*&%9)4>;%=(;4)$3?&!5-3?9(#21!6:1 <> ('> '0+/!8.88=!1++.5%"):"-%3"-/43)<2#%?>3,!53>!2&?"&#!=/,$/*/' field7=:4:930'+-0/,+1+%=.,2=>+$$1/5','' 9-'>42/%.((./9063=$':8><$:?(4(1/58353*.?%%0<$=7&%+?3:#?<5+"(5+-?05+ field6=>><=?2)$4.<*#258&>2: 5-<<"9;.2/>6)2%!!8*"-2"$/"!*!$-#$;!6. ?=81$5=<0/-6'+=:2-#%<%')8077- +;&.-238)"6 field1=%#08=?"9<.;0!:&(+.,54?6<!382(+>'0237)">,8'4+:3"#29*6(?(;7:?'9-2?*2,/54)#8-%5/-."#(8=:>$)$2  .2>&#.24 field0=3%7 ,%)=>!12674&#:9"-=;),'%7%1:)8"!16'5<%489=;?196%2)06+8865,*".$(%$$:*<?-;2%+>-'*;128:'44')?+'.(9)# ]
SCAN usertable user6636771446057811185 36 [ <all fields>]
SCAN usertable user890091283141445768 56 [ <all fields>]
SCAN usertable user3343336125528896926 12 [ <all fields>]
SCAN usertable user1453419624695364246 4 [ <all fields>]
SCAN usertable user7456195669291483653 38 [ <all fields>]
SCAN usertable user8170012179481642210 99 [ <all fields>]
SCAN usertable user784141924803633292 18 [ <all fields>]
SCAN usertable user5464797676921564295 43 [ <all fields>]
SCAN usertable user8164984352168075964 83 [ <all fields>]
SCAN usertable user1579233632134528342 15 [ <all fields>]
SCAN usertable user2890643324332058605 55 [ <all fields>]
SCAN usertable user2423550331783118676 50 [ <all fields>]
SCAN usertable user5470043819452972424 11 [ <all fields>]
SCAN usertable user5580337714515754016 40 [ <all fields>]
SCAN usertable user5002390866391892047 55 [ <all fields>]
SCAN usertable user3449285483866709402 62 [ <all fields>]
SCAN usertable user1588947641467362269 24 [ <all fields>]
SCAN usertable user4993018502353356685 5 [ <all fields>]
SCAN usertable user6048550628088974841 44 [ <all fields>]
SCAN usertable user6647045415902785560 59 [ <all fields>]
SCAN usertable user9100071943072394835 9 [ <all fields>]
SCAN usertable user4173034318607543769 75 [ <all fields>]
SCAN usertable user5600544008911404201 10 [ <all fields>]
SCAN usertable user5103312397416138277 44 [ <all fields>]
SCAN usertable user4524463943485837295 11 [ <all fields>]
SCAN usertable user5566279168457950973 23 [ <all fields>]
SCAN usertable user6641239312859236983 1 [ <all fields>]
SCAN usertable user7798594575425540382 34 [ <all fields>]
SCAN usertable user5464797676921564295 85 [ <all fields>]
SCAN usertable user7697673044401294152 54 [ <all fields>]
SCAN usertable user2996592682669871081 5 [ <all fields>]
SCAN usertable user6038618303538299031 46 [ <all fields>]
SCAN usertable user769523418233689801 35 [ <all fields>]
