YCSB Client 0.1
Command line: -db com.yahoo.ycsb.BasicDB -P ./workloads/workloade -s -t
***************** properties *****************
"insertproportion"="0.05"
"scanlengthdistribution"="uniform"
"readproportion"="0"
"scanproportion"="0.95"
"maxscanlength"="100"
"readallfields"="true"
"requestdistribution"="zipfian"
"workload"="com.yahoo.ycsb.workloads.CoreWorkload"
"recordcount"="1000"
"updateproportion"="0"
"operationcount"="1000"
"db"="com.yahoo.ycsb.BasicDB"
**********************************************
SCAN usertable user7215059939475971719 46 [ <all fields>]
SCAN usertable user5797482573722787097 100 [ <all fields>]
SCAN usertable user7234706273359481456 42 [ <all fields>]
SCAN usertable user5817128907606296834 41 [ <all fields>]
SCAN usertable user8531155813692769663 33 [ <all fields>]
SCAN usertable user6747406986414891342 84 [ <all fields>]
SCAN usertable user2523911902295224458 43 [ <all fields>]
SCAN usertable user7461223496605049899 25 [ <all fields>]
SCAN usertable user407478178216123335 66 [ <all fields>]
SCAN usertable user4882382961996276528 64 [ <all fields>]
SCAN usertable user3227796087934707205 18 [ <all fields>]
SCAN usertable user3715313690097139202 79 [ <all fields>]
SCAN usertable user8536961916736318240 3 [ <all fields>]
SCAN usertable user4403896078578081328 20 [ <all fields>]
SCAN usertable user8652283639112666078 24 [ <all fields>]
SCAN usertable user769523418233689801 85 [ <all fields>]
SCAN usertable user4640905586886466029 75 [ <all fields>]
SCAN usertable user7822927091328317800 35 [ <all fields>]
SCAN usertable user7460663536092909451 98 [ <all fields>]
SCAN usertable user2277530029948304395 50 [ <all fields>]
SCAN usertable user4630413301823649771 53 [ <all fields>]
SCAN usertable user2523911902295224458 71 [ <all fields>]
SCAN usertable user7350587956247969742 12 [ <all fields>]
SCAN usertable user2644821412497278990 77 [ <all fields>]
SCAN usertable user176056457733445328 68 [ <all fields>]
SCAN usertable user2523911902295224458 35 [ <all fields>]
SCAN usertable user2523911902295224458 82 [ <all fields>]
SCAN usertable user5103312397416138277 61 [ <all fields>]
SCAN usertable user2171580671610491919 50 [ <all fields>]
SCAN usertable user6279754033353810965 29 [ <all fields>]
SCAN usertable user5324583478130298591 21 [ <all fields>]
SCAN usertable user6772299462829809208 68 [ <all fields>]
SCAN usertable user1468598091777448185 57 [ <all fields>]
SCAN usertable user3719999872116406883 83 [ <all fields>]
SCAN usertable user3820703087922811230 60 [ <all fields>]
SCAN usertable user7224773948808805646 14 [ <all fields>]
SCAN usertable user3358296277393138982 53 [ <all fields>]
SCAN usertable user3579785673325141179 58 [ <all fields>]
SCAN usertable user1699801497042284309 86 [ <all fields>]
SCAN usertable user1463133634028198173 31 [ <all fields>]
SCAN usertable user1819809401437899828 77 [ <all fields>]
SCAN usertable user2774761641443570319 26 [ <all fields>]
SCAN usertable user2056258949234144081 28 [ <all fields>]
