YCSB Client 0.1
Command line: -db com.yahoo.ycsb.BasicDB -P ../../YCSB/workloads/workloade -P ./small_1k.dat -s -t
***************** properties *****************
"insertproportion"="0.05"
"scanlengthdistribution"="uniform"
"readproportion"="0"
"scanproportion"="0.95"
"maxscanlength"="100"
"readallfields"="true"
"requestdistribution"="zipfian"
"workload"="com.yahoo.ycsb.workloads.CoreWorkload"
"recordcount"="1000"
"updateproportion"="0"
"operationcount"="1000"
"db"="com.yahoo.ycsb.BasicDB"
**********************************************
SCAN usertable user5107998579435405958 71 [ <all fields>]
SCAN usertable user2644821412497278990 63 [ <all fields>]
SCAN usertable user7923630307134722147 4 [ <all fields>]
SCAN usertable user8753205170136912308 46 [ <all fields>]
SCAN usertable user8044416487260319997 56 [ <all fields>]
SCAN usertable user5214507898285358882 45 [ <all fields>]
SCAN usertable user6641457628077078866 10 [ <all fields>]
SCAN usertable user4882382961996276528 16 [ <all fields>]
SCAN usertable user2041640442664200590 28 [ <all fields>]
SCAN usertable user7123510772490260851 90 [ <all fields>]
SCAN usertable user1694555354510876180 8 [ <all fields>]
SCAN usertable user1000726823498525925 7 [ <all fields>]
SCAN usertable user5460329810120138497 59 [ <all fields>]
SCAN usertable user6048550628088974841 83 [ <all fields>]
SCAN usertable user4424102372973731513 8 [ <all fields>]
SCAN usertable user7697673044401294152 82 [ <all fields>]
SCAN usertable user8521783449654234301 95 [ <all fields>]
SCAN usertable user2754896992342218699 51 [ <all fields>]
SCAN usertable user2523911902295224458 100 [ <all fields>]
SCAN usertable user7571517391667831491 64 [ <all fields>]
SCAN usertable user1463133634028198173 26 [ <all fields>]
SCAN usertable user4288356040983891607 55 [ <all fields>]
SCAN usertable user3820703087922811230 4 [ <all fields>]
SCAN usertable user5329269660149566272 8 [ <all fields>]
SCAN usertable user5324583478130298591 41 [ <all fields>]
SCAN usertable user5817128907606296834 55 [ <all fields>]
SCAN usertable user6987982755718262828 69 [ <all fields>]
SCAN usertable user874571170765063264 84 [ <all fields>]
SCAN usertable user1699801497042284309 75 [ <all fields>]
SCAN usertable user5706493367249216677 73 [ <all fields>]
